recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,conversion,score
7,527.89,0,1,Rural,1,Multichannel,Buy One Get One,1,2.277574143168433
4,296.05,0,1,Surburban,1,Web,Discount,0,0.9783968128137904
1,43.2,0,1,Urban,1,Web,Discount,0,1.3992206177463573
6,60.54,0,1,Urban,1,Phone,Buy One Get One,0,1.0858539169839199
12,60.43,1,0,Surburban,1,Web,Discount,1,2.1792141109557246
1,473.23,1,0,Urban,1,Web,No Offer,0,0.6836745505445535
3,180.29,1,0,Urban,1,Web,Discount,0,0.9680421190738039
2,29.99,1,0,Surburban,1,Web,Buy One Get One,0,1.6242303759893457
8,91.32,1,0,Surburban,1,Web,No Offer,1,2.936131791160635
6,96.99,0,1,Surburban,0,Phone,Discount,0,0.6087449073221344
6,377.02,1,0,Surburban,1,Web,No Offer,0,0.6626774388188797
6,90.68,0,1,Surburban,0,Web,No Offer,0,0.8264109300133489
1,362.75,0,1,Urban,0,Multichannel,No Offer,0,0.5395461422888912
8,59.27,0,1,Surburban,0,Web,No Offer,0,0.36914071075671784
11,29.99,0,1,Surburban,1,Phone,Buy One Get One,0,0.8326115078137815
5,74.44,1,0,Urban,0,Phone,Buy One Get One,0,0.9049594600070293
4,394.36,1,0,Rural,0,Multichannel,No Offer,0,1.2314833652154098
2,373.75,1,0,Urban,0,Multichannel,No Offer,1,1.6691756350725213
5,29.99,1,0,Surburban,1,Web,Buy One Get One,0,0.6410822859243093
5,145.68,1,0,Surburban,0,Phone,Buy One Get One,0,-0.0677939249900874
6,29.99,1,0,Urban,1,Web,Buy One Get One,0,0.4800747286865167
1,404.13,1,1,Surburban,0,Phone,Buy One Get One,0,1.2115434524839106
2,152.57,1,0,Urban,1,Phone,Discount,0,1.076923360122264
5,279.51,0,1,Urban,1,Web,Buy One Get One,0,0.5927889901499661
7,46.15,0,1,Surburban,1,Phone,No Offer,0,0.6782912079504371
11,156.56,1,0,Urban,1,Phone,Buy One Get One,0,0.4815361474906369
3,291.68,0,1,Surburban,1,Web,Buy One Get One,0,1.3288574810415477
5,248.96,1,0,Surburban,1,Web,Discount,1,1.693991238240514
1,197.58,0,1,Urban,1,Web,Discount,0,0.973473856032126
8,170.1,1,0,Urban,1,Web,Discount,0,1.2325347704817453
5,50.02,0,1,Surburban,0,Web,Buy One Get One,0,0.6178421859734275
10,29.99,1,0,Surburban,0,Phone,No Offer,0,0.2416308518418776
4,89.21,1,0,Urban,0,Web,Discount,0,0.8027369898855223
12,29.99,1,0,Surburban,0,Phone,No Offer,0,1.1692181857655952
6,159.83,0,1,Urban,1,Web,Buy One Get One,1,1.8609948818821376
10,29.99,0,1,Surburban,0,Phone,Discount,1,2.1244008517871684
8,245.31,1,0,Urban,0,Phone,Buy One Get One,1,1.300447605678825
3,139.34,1,0,Rural,1,Phone,No Offer,0,1.3024103972033663
3,440.68,0,1,Surburban,0,Web,Buy One Get One,0,1.2529886657098634
2,81.3,0,1,Urban,0,Web,Discount,0,0.8375245017137762
5,362.71,0,1,Urban,0,Web,Discount,0,1.08764412210495
7,47.26,0,1,Urban,1,Web,No Offer,0,0.36615066862766144
7,211.75,0,1,Surburban,0,Web,No Offer,0,1.0922753922039459
3,192.55,1,0,Urban,0,Web,Discount,1,1.6445856788612283
10,53.66,1,0,Urban,0,Phone,No Offer,0,0.6624250783475443
1,1896.84,1,0,Urban,1,Multichannel,Discount,0,0.48527623802293884
11,71.62,1,0,Surburban,1,Web,No Offer,0,0.6527320728406681
5,232.89,1,1,Surburban,0,Phone,Buy One Get One,0,1.307114615825715
3,57.0,1,0,Surburban,1,Phone,Discount,0,0.19561160380262477
7,47.84,0,1,Surburban,1,Web,Discount,0,0.6414824435365712
10,370.83,1,0,Urban,0,Phone,Buy One Get One,1,1.1385781056493136
5,925.15,1,0,Urban,1,Multichannel,No Offer,0,1.4228533201071216
1,39.95,1,0,Rural,0,Phone,Discount,0,1.0910449774401128
11,213.19,0,1,Surburban,1,Phone,No Offer,0,1.0968864699560958
6,150.39,1,0,Urban,0,Web,No Offer,0,1.8037211121991281
8,249.8,0,1,Rural,0,Web,Discount,0,0.8953724254340983
10,218.35,1,1,Surburban,0,Phone,Discount,0,1.2809505821223324
8,29.99,0,1,Urban,0,Phone,Discount,0,1.1070085721872776
6,189.94,1,0,Surburban,1,Web,Buy One Get One,1,1.354892844693801
7,268.15,1,1,Urban,0,Web,No Offer,0,0.7978735395188254
1,29.99,0,1,Urban,1,Web,Buy One Get One,0,0.4236591148431573
10,146.76,0,1,Surburban,1,Phone,No Offer,0,1.141010957667693
12,39.76,0,1,Surburban,1,Phone,Discount,0,0.7705105278923386
10,29.99,0,1,Surburban,1,Web,No Offer,0,1.127002786675636
2,73.92,1,0,Surburban,0,Web,Buy One Get One,1,1.7409714318799854
10,346.71,0,1,Surburban,0,Phone,No Offer,1,1.6902352507318708
10,81.39,0,1,Urban,1,Phone,Buy One Get One,0,1.0915653107796417
10,67.76,1,0,Surburban,1,Web,Discount,0,0.6619801191607566
4,63.31,1,0,Surburban,0,Phone,No Offer,0,1.2513590142553146
1,363.55,1,1,Urban,1,Multichannel,No Offer,0,1.6829189519096626
1,402.42,1,1,Surburban,1,Web,Discount,1,1.3652488051687377
2,175.18,0,1,Urban,0,Phone,Buy One Get One,0,0.4084995939028001
3,849.16,1,1,Surburban,1,Multichannel,No Offer,0,1.527631924798707
10,278.38,0,1,Urban,0,Phone,No Offer,0,1.0006638666731338
1,144.72,1,0,Surburban,1,Phone,No Offer,0,1.0778363489310034
12,42.61,0,1,Surburban,0,Phone,Discount,0,0.7207099513731475
10,39.82,1,0,Rural,1,Web,Discount,0,0.6499648833183339
8,280.1,1,1,Urban,0,Web,Buy One Get One,1,2.2007637016513057
2,601.2,1,0,Rural,1,Multichannel,Discount,1,2.5313147611725286
4,152.02,1,0,Surburban,1,Phone,No Offer,0,0.9745562711719676
10,116.91,0,1,Surburban,1,Web,Buy One Get One,0,1.2648321311587276
10,257.19,1,0,Surburban,0,Multichannel,No Offer,0,0.6134131690689606
3,555.98,0,1,Urban,1,Phone,Buy One Get One,0,0.8380167382968073
1,66.2,0,1,Urban,1,Phone,Discount,0,1.2924696874059542
4,104.65,0,1,Urban,1,Phone,Discount,0,0.5304522982014288
10,278.88,1,0,Urban,0,Phone,Discount,1,2.5272200220278345
5,218.77,1,0,Rural,0,Multichannel,Discount,0,0.7815494547763487
1,158.68,1,0,Surburban,1,Phone,Buy One Get One,0,1.1977934456295145
10,129.78,1,0,Urban,1,Phone,No Offer,0,0.7319254745162367
11,29.99,0,1,Urban,1,Phone,Discount,0,1.387618308450262
10,683.91,1,1,Surburban,1,Web,No Offer,0,0.7353943808761034
3,252.19,0,1,Urban,0,Phone,No Offer,1,1.5579920985114057
11,88.21,1,0,Surburban,1,Phone,No Offer,0,0.7269917031013928
9,214.71,1,0,Surburban,0,Phone,No Offer,0,0.6112963410980408
3,557.29,1,1,Surburban,1,Phone,Buy One Get One,0,0.8899688258941765
8,321.25,0,1,Urban,0,Multichannel,No Offer,0,1.507139807400383
7,451.22,0,1,Urban,0,Web,No Offer,0,0.6790384829604346
9,129.06,0,1,Surburban,0,Web,Buy One Get One,0,1.3383026757521326
5,106.82,0,1,Urban,1,Web,Buy One Get One,0,1.3815162188894081
6,29.99,0,1,Surburban,0,Web,Buy One Get One,0,1.1971142434883193
8,198.81,1,0,Surburban,0,Phone,No Offer,0,0.7728102760978915
6,540.41,1,1,Rural,1,Phone,No Offer,0,0.5553797874205436
10,46.05,1,0,Urban,1,Phone,Buy One Get One,0,1.8014050807510134
6,171.11,0,1,Urban,0,Phone,No Offer,0,1.5236802195976944
10,29.99,1,0,Urban,1,Phone,Discount,0,0.44602178038481244
3,54.26,0,1,Urban,0,Web,Buy One Get One,1,1.7745103344748212
5,31.22,0,1,Surburban,1,Phone,Discount,0,1.8011461526561292
9,29.99,0,1,Surburban,0,Web,No Offer,0,0.9912722145534453
1,468.17,1,0,Surburban,1,Multichannel,Discount,0,1.4458398885630486
2,47.55,0,1,Rural,0,Web,Discount,0,1.4192601330581083
9,212.05,0,1,Surburban,0,Phone,Discount,1,1.499587245824395
2,294.84,0,1,Surburban,0,Phone,No Offer,0,1.705806658708971
6,202.32,1,0,Urban,1,Multichannel,Buy One Get One,0,0.9182535051305931
1,842.18,0,1,Surburban,1,Phone,No Offer,0,1.4159288915549066
2,117.09,1,0,Urban,0,Web,Buy One Get One,0,0.9876751667072247
12,154.62,1,0,Surburban,1,Web,No Offer,0,1.6079093568426448
1,410.64,0,1,Rural,1,Phone,Discount,1,2.5925729846964054
1,249.82,0,1,Surburban,1,Phone,Buy One Get One,1,1.982251226181317
4,317.33,0,1,Urban,1,Phone,Buy One Get One,0,0.9126898043664112
9,307.33,1,0,Surburban,0,Multichannel,Buy One Get One,0,0.4765605998882402
11,682.57,0,1,Urban,1,Web,Buy One Get One,1,2.235293831101131
2,131.55,1,0,Urban,0,Phone,Discount,0,1.6145579216201456
10,35.27,0,1,Urban,1,Phone,Discount,0,1.1715991770112792
6,197.98,0,1,Rural,1,Web,Discount,0,0.4567736078832577
8,179.72,0,1,Urban,0,Web,No Offer,0,1.7628585873014535
5,38.3,0,1,Urban,0,Phone,Discount,0,0.5360508390619725
8,256.4,0,1,Rural,1,Multichannel,Buy One Get One,0,1.2882227843772247
1,74.21,0,1,Urban,0,Web,No Offer,0,0.9247828994096405
9,29.99,0,1,Urban,1,Phone,No Offer,0,0.43947729112130507
9,31.45,1,0,Surburban,0,Phone,Discount,0,0.7218250385002128
8,156.49,1,0,Urban,0,Web,Discount,0,1.3151880986943427
8,265.58,0,1,Urban,1,Multichannel,Discount,0,1.2554980868692882
2,698.59,1,1,Rural,1,Web,No Offer,0,1.4891197779323084
3,165.54,0,1,Surburban,1,Phone,Buy One Get One,0,1.4076228653203977
9,99.87,0,1,Urban,1,Web,Discount,0,1.5722631827420714
3,47.53,1,0,Urban,0,Web,Discount,0,1.3617579148871637
9,203.03,0,1,Urban,0,Web,Buy One Get One,1,2.081141589796358
1,634.53,0,1,Urban,1,Multichannel,No Offer,0,1.0445527987883108
8,723.86,0,1,Surburban,1,Web,Buy One Get One,0,1.0234211913028095
1,44.65,1,0,Rural,1,Phone,No Offer,0,1.180634777291565
6,148.69,1,0,Rural,0,Phone,Buy One Get One,1,2.25703974886082
10,261.85,1,0,Urban,0,Web,No Offer,1,2.627851557367676
9,54.16,0,1,Surburban,0,Phone,Discount,1,2.320561526101001
2,145.02,0,1,Rural,0,Phone,Discount,1,2.2268475846960087
3,601.71,1,0,Urban,1,Web,Discount,0,1.4306494715913858
8,165.73,1,0,Urban,1,Web,No Offer,0,1.1335247709374128
1,112.06,0,1,Rural,0,Web,Buy One Get One,0,1.1021337972373189
6,175.3,1,0,Urban,1,Web,No Offer,0,1.654928710087912
10,44.08,0,1,Surburban,0,Phone,Buy One Get One,0,1.1912310461787796
2,523.7,0,1,Rural,1,Web,Buy One Get One,0,1.8103779247789387
7,299.56,1,0,Surburban,0,Web,Buy One Get One,0,1.7818315251123624
1,114.0,1,0,Surburban,1,Phone,Buy One Get One,0,0.8493686710828214
2,379.51,1,0,Surburban,0,Multichannel,No Offer,0,0.8579481132645459
2,189.6,1,0,Surburban,0,Web,Buy One Get One,0,1.0756887435641387
9,533.8,1,0,Rural,1,Multichannel,No Offer,1,1.6283845310791865
4,131.12,0,1,Urban,1,Web,Buy One Get One,0,1.170474501875524
5,53.86,1,0,Surburban,0,Web,Discount,0,1.259973581068597
5,296.97,0,1,Urban,0,Phone,Discount,1,1.7936288959734341
3,147.91,1,0,Urban,1,Phone,No Offer,0,1.1705972731573078
6,322.36,1,0,Urban,0,Phone,Discount,0,0.8171534033532291
10,250.94,1,1,Urban,0,Phone,Discount,0,1.0184468135520977
2,601.11,1,1,Urban,1,Web,No Offer,1,1.8679562354676813
7,31.65,0,1,Surburban,1,Phone,No Offer,0,1.212369833668068
8,82.35,1,0,Urban,0,Web,No Offer,0,0.798043027907291
9,39.7,1,0,Urban,0,Web,No Offer,0,1.0979360975007215
7,241.27,1,1,Surburban,1,Phone,Discount,0,1.041801186913818
8,29.99,1,0,Surburban,1,Phone,Buy One Get One,0,0.801690375244565
6,29.99,0,1,Surburban,1,Phone,Discount,0,0.6812815108608277
3,60.26,1,0,Surburban,0,Web,Buy One Get One,1,1.7224599722279166
6,688.5,1,0,Surburban,1,Web,No Offer,1,1.3778315079435601
1,98.38,1,0,Surburban,1,Phone,Buy One Get One,0,1.104461750779227
6,734.25,0,1,Rural,1,Phone,Buy One Get One,1,2.21443882585622
6,271.67,0,1,Surburban,1,Phone,Buy One Get One,1,0.7726996034889417
10,465.53,1,0,Urban,0,Web,Buy One Get One,0,1.2737110757941448
7,159.82,1,0,Urban,0,Web,Discount,0,1.4617099350201121
1,90.28,0,1,Urban,0,Phone,Discount,0,1.31351764658457
5,47.45,1,0,Surburban,1,Phone,No Offer,0,0.9875851381880708
2,1146.39,1,1,Surburban,1,Multichannel,Discount,1,1.7164133059290145
2,696.72,1,0,Surburban,1,Phone,No Offer,0,0.8758936704293936
8,42.0,0,1,Rural,1,Web,Buy One Get One,0,0.6849586903756566
1,556.99,0,1,Urban,1,Web,Buy One Get One,1,1.5667628027363651
8,151.74,0,1,Surburban,1,Web,No Offer,0,0.8806636854621495
4,252.51,1,1,Rural,0,Web,Buy One Get One,0,0.77724840165372
2,1883.94,1,1,Surburban,1,Web,Buy One Get One,0,0.6932702411885934
8,342.25,0,1,Urban,0,Web,No Offer,0,0.6594803810136977
2,719.83,1,0,Surburban,1,Multichannel,Buy One Get One,0,0.8398983075577461
5,316.81,1,0,Urban,0,Phone,Discount,0,0.8079361247754409
3,161.81,0,1,Surburban,1,Web,No Offer,0,0.9519276076927965
2,95.41,0,1,Urban,1,Web,Discount,1,1.8804926056850406
10,29.99,1,0,Urban,1,Web,Buy One Get One,0,1.911266229797167
4,41.7,1,0,Surburban,1,Web,Buy One Get One,0,1.4346463372696545
9,621.56,1,1,Surburban,1,Multichannel,Buy One Get One,0,0.8130633631498884
10,78.91,0,1,Urban,1,Phone,Buy One Get One,0,0.4441562345840927
2,432.9,0,1,Surburban,0,Multichannel,Discount,1,2.3337825536698036
9,396.5,0,1,Surburban,0,Phone,No Offer,0,1.120407965446436
2,218.68,1,0,Surburban,0,Web,Buy One Get One,0,0.4351877270642708
2,101.03,0,1,Surburban,1,Phone,Buy One Get One,0,1.7243042171759897
7,92.54,0,1,Surburban,1,Phone,Discount,0,0.960128070261395
1,897.27,0,1,Surburban,1,Web,No Offer,1,1.5097006206640686
8,101.25,0,1,Surburban,0,Web,Discount,0,1.2544394664915408
3,711.8,1,1,Surburban,1,Web,No Offer,0,0.594020152258822
1,648.79,0,1,Surburban,1,Multichannel,Buy One Get One,1,2.064986264789275
9,68.0,1,0,Rural,0,Phone,Discount,0,1.3208830844325328
2,182.58,1,0,Urban,1,Phone,No Offer,0,0.8022746410380064
11,54.32,0,1,Urban,0,Phone,No Offer,0,0.2974600303037952
6,306.29,0,1,Surburban,0,Phone,No Offer,0,1.3430425143783191
6,371.95,1,0,Urban,0,Web,No Offer,0,1.2919247787423653
6,953.64,1,1,Surburban,1,Phone,No Offer,0,0.5299889101003732
7,210.06,0,1,Surburban,1,Phone,Discount,0,0.6441250332371999
4,38.33,1,0,Surburban,0,Web,Buy One Get One,0,0.7973267814867598
3,230.84,1,1,Urban,1,Web,Buy One Get One,0,1.2337805274756446
4,29.99,0,1,Urban,0,Phone,Buy One Get One,0,1.1251140301391342
8,602.33,1,1,Urban,1,Web,No Offer,0,0.8545862660969723
7,87.56,0,1,Surburban,1,Phone,Discount,0,0.33636782560740675
4,668.22,0,1,Rural,1,Web,Discount,0,0.9449518820945249
3,250.22,0,1,Urban,1,Web,No Offer,0,1.3336252271871247
3,159.22,1,0,Rural,0,Phone,Discount,1,3.201738737930363
3,86.11,1,0,Urban,0,Phone,Discount,0,0.7088340336078027
9,49.23,1,0,Surburban,1,Web,Buy One Get One,0,1.3320471192782786
9,109.68,1,0,Rural,1,Web,Discount,0,1.0216602258541534
1,330.59,1,1,Surburban,1,Web,Buy One Get One,0,1.6541356182205202
1,499.78,0,1,Urban,1,Multichannel,No Offer,0,1.09869189987005
9,122.12,0,1,Surburban,0,Phone,Buy One Get One,0,1.236240561849189
8,262.81,0,1,Urban,0,Web,Buy One Get One,1,1.5040178482491708
7,67.6,0,1,Surburban,0,Web,Buy One Get One,0,1.0793494270712607
8,29.99,0,1,Surburban,0,Web,No Offer,0,1.1681602283262922
12,65.6,0,1,Urban,0,Phone,Discount,1,2.2383001960307993
2,198.37,1,0,Urban,1,Web,No Offer,0,1.8696199049843316
4,136.21,0,1,Surburban,1,Phone,No Offer,0,0.4957186449623364
1,661.04,1,0,Surburban,1,Multichannel,No Offer,0,1.321792230482962
7,281.69,1,0,Urban,1,Phone,No Offer,0,0.8429425054972063
2,29.99,1,0,Urban,0,Phone,Buy One Get One,0,1.0382991118215428
1,54.04,1,0,Surburban,0,Web,Discount,0,0.9945886519832923
1,165.29,1,0,Urban,0,Web,Discount,0,0.9240905854163541
1,924.73,0,1,Surburban,1,Multichannel,No Offer,0,0.7492954505821505
5,189.73,0,1,Urban,0,Web,Buy One Get One,0,0.6579184785268528
6,177.3,1,0,Surburban,0,Phone,Discount,1,2.16275763290869
11,218.13,1,1,Rural,0,Phone,No Offer,0,1.5444200133839927
3,29.99,0,1,Urban,1,Web,Buy One Get One,0,0.8758027791083315
10,221.52,1,1,Rural,0,Web,Discount,0,1.1235722847241763
8,189.28,1,0,Surburban,0,Phone,Discount,0,0.7374516312770043
2,345.26,0,1,Surburban,0,Web,Buy One Get One,0,0.8791509112431615
3,72.17,1,0,Rural,1,Web,No Offer,0,1.4410599202864045
7,303.5,0,1,Surburban,0,Web,No Offer,0,0.8825801235725798
10,507.25,1,0,Rural,1,Phone,Buy One Get One,0,0.8640410610444945
2,289.44,1,0,Surburban,0,Multichannel,No Offer,1,2.313058277955767
4,29.99,0,1,Rural,0,Phone,No Offer,0,0.7325996140828896
8,59.71,1,0,Surburban,0,Web,Buy One Get One,0,1.4681961443623757
1,357.41,0,1,Rural,0,Multichannel,No Offer,0,0.9771235890916187
6,262.36,0,1,Urban,0,Web,Discount,0,1.648344234072563
3,166.64,0,1,Urban,1,Web,Discount,0,0.5254161765363081
1,40.13,1,0,Rural,1,Web,Discount,0,1.8853883190744951
12,522.73,0,1,Rural,1,Web,No Offer,0,0.90030922967909
12,216.6,1,0,Urban,0,Web,Discount,0,0.708480699286299
5,99.93,0,1,Surburban,1,Phone,Discount,0,0.5786323302902365
7,134.36,1,0,Urban,1,Web,Buy One Get One,0,0.9567270891956834
5,193.07,0,1,Surburban,1,Phone,Buy One Get One,0,0.50409781357009
1,262.68,1,1,Surburban,1,Phone,Discount,0,1.7295481907956645
9,129.93,0,1,Urban,0,Phone,Buy One Get One,0,1.5593272075207607
6,483.86,0,1,Surburban,0,Phone,Discount,0,0.8946640433918683
3,279.21,0,1,Urban,0,Phone,No Offer,0,1.0596388327369235
7,160.27,1,0,Surburban,0,Phone,Buy One Get One,0,0.9672095942287076
1,833.45,1,1,Urban,1,Multichannel,Buy One Get One,0,0.4005926606349024
8,93.91,1,0,Urban,1,Web,No Offer,0,0.8506912430115156
9,257.47,0,1,Surburban,1,Phone,No Offer,0,1.2991961431513643
9,29.99,0,1,Surburban,0,Web,No Offer,0,1.2572406327854326
2,647.47,0,1,Urban,1,Phone,Buy One Get One,0,1.38666398872541
6,470.67,1,1,Urban,0,Multichannel,Discount,1,1.4314011266715285
5,86.03,1,0,Urban,1,Web,Discount,0,0.405188967232772
7,160.49,0,1,Surburban,0,Web,No Offer,0,1.396228378684634
3,99.55,1,0,Surburban,0,Web,No Offer,0,1.273505209162922
1,669.65,1,1,Surburban,1,Web,Buy One Get One,0,1.0634073742975658
2,368.52,1,1,Surburban,0,Multichannel,Discount,0,0.7913773249963482
5,84.97,1,0,Surburban,1,Web,No Offer,1,1.8585224912283653
2,46.11,1,0,Surburban,0,Phone,No Offer,0,1.5034737611451012
9,29.99,1,0,Surburban,1,Phone,Buy One Get One,0,1.23508785539413
2,227.67,1,1,Surburban,1,Web,Discount,1,2.8088999560628904
11,97.51,1,0,Urban,1,Web,Discount,0,0.9588354684560059
6,29.99,0,1,Urban,0,Phone,Buy One Get One,0,0.997530309440468
6,829.96,1,0,Urban,1,Multichannel,No Offer,0,0.7575298568505376
2,286.41,0,1,Urban,1,Multichannel,Discount,0,1.1661618581561348
4,32.98,0,1,Rural,0,Web,Buy One Get One,0,1.245778519362731
2,1214.64,0,1,Rural,1,Phone,Buy One Get One,0,0.6996813610542388
1,29.99,0,1,Surburban,0,Web,Buy One Get One,0,1.2612321604479466
2,440.37,1,0,Urban,0,Web,Buy One Get One,0,0.6321492376454052
3,29.99,0,1,Surburban,0,Web,No Offer,0,1.5944250902987265
6,148.5,0,1,Rural,1,Web,Buy One Get One,1,2.327337311026464
2,106.32,1,0,Urban,0,Web,Buy One Get One,1,2.5135211137552
1,1528.03,0,1,Surburban,1,Phone,Buy One Get One,0,0.7188683377683047
2,29.99,0,1,Urban,1,Web,Discount,0,0.24054645748082448
4,127.57,0,1,Urban,0,Web,Discount,0,0.37684339433859515
2,269.64,1,0,Rural,0,Phone,No Offer,0,1.3315814287211682
10,247.64,1,0,Urban,0,Web,Discount,0,1.6270119902357059
2,30.81,0,1,Urban,0,Web,No Offer,0,0.9681931210682416
10,30.61,0,1,Urban,1,Web,No Offer,0,1.107240562161892
4,519.44,0,1,Rural,1,Phone,No Offer,0,1.0871695528582426
10,29.99,0,1,Surburban,1,Web,Discount,1,2.1651674024007903
5,29.99,0,1,Surburban,0,Web,No Offer,0,0.9576837559678393
4,239.74,1,0,Urban,0,Web,Discount,0,0.21706845649449924
4,404.74,0,1,Surburban,0,Web,Discount,0,1.2098618213481507
6,72.13,0,1,Urban,0,Phone,No Offer,0,0.4632856405313892
3,341.12,1,0,Rural,0,Multichannel,Buy One Get One,1,2.141526439067265
11,252.63,1,0,Urban,0,Multichannel,No Offer,0,0.9421996255623735
4,29.99,1,0,Rural,1,Phone,Discount,0,1.1975648303021225
9,729.7,1,0,Urban,1,Web,No Offer,0,1.2066280065617387
1,313.41,0,1,Rural,1,Phone,Buy One Get One,0,0.9465751286125746
3,717.14,0,1,Rural,1,Multichannel,Buy One Get One,0,0.4842595708054259
3,587.38,0,1,Surburban,1,Multichannel,No Offer,0,1.4072443682255589
3,131.14,1,0,Surburban,1,Web,Discount,0,1.5172004580065805
12,312.45,1,1,Urban,1,Web,No Offer,0,0.6038813538799161
1,324.34,1,1,Urban,0,Multichannel,Discount,0,1.3419590522801466
4,397.75,0,1,Urban,0,Phone,Discount,1,1.4119618711761341
10,73.15,0,1,Surburban,1,Phone,Buy One Get One,0,1.1175281552895764
12,117.98,0,1,Surburban,0,Phone,Buy One Get One,0,0.7534529870145414
3,108.58,0,1,Urban,0,Web,No Offer,0,0.9420825975335121
2,297.81,0,1,Urban,0,Web,Buy One Get One,1,2.502371304774783
3,56.42,0,1,Urban,0,Web,No Offer,0,0.2728090039027442
1,29.99,0,1,Urban,0,Web,Discount,0,1.200430443342382
5,1209.42,1,1,Urban,1,Web,No Offer,1,2.2963877189406223
9,424.97,1,1,Urban,0,Multichannel,No Offer,0,0.8275043493292524
7,570.78,1,1,Surburban,1,Multichannel,Discount,0,1.1951512992804
2,192.58,0,1,Urban,0,Web,Buy One Get One,0,0.7416747211292358
9,245.01,1,0,Urban,0,Multichannel,No Offer,0,0.6432053012570534
2,222.86,1,0,Surburban,0,Phone,Buy One Get One,1,1.9012194636915267
6,29.99,1,0,Surburban,0,Web,Buy One Get One,0,1.9133995502740497
3,127.93,1,0,Surburban,1,Web,No Offer,0,1.7936730714615055
10,37.94,0,1,Urban,0,Phone,Discount,1,1.7680320829770568
11,55.3,1,0,Urban,0,Web,Buy One Get One,0,0.30087087324750017
3,53.31,1,0,Rural,1,Phone,Buy One Get One,0,0.45056529448976734
1,263.19,0,1,Surburban,1,Phone,No Offer,0,0.9856511928130367
2,972.7,0,1,Surburban,1,Multichannel,Discount,0,1.4532105093842065
2,34.32,0,1,Surburban,0,Phone,Discount,1,1.649823154666569
2,333.54,0,1,Rural,0,Multichannel,Buy One Get One,0,1.181932465394342
1,911.35,1,1,Surburban,1,Phone,Discount,0,1.490502932842202
6,101.42,0,1,Urban,0,Web,No Offer,0,0.8919780865707653
11,65.09,1,0,Urban,0,Phone,No Offer,0,1.276900997221138
3,95.46,1,0,Rural,1,Phone,No Offer,0,0.4496934400906546
8,29.99,0,1,Surburban,0,Web,Buy One Get One,0,0.6813751656560965
9,494.15,1,1,Urban,0,Web,No Offer,0,0.7919227668682955
1,915.79,1,1,Surburban,1,Multichannel,Discount,0,1.1820953046737985
7,29.99,1,0,Surburban,1,Phone,No Offer,0,1.4780545898844755
12,119.27,1,0,Urban,1,Phone,Buy One Get One,0,1.2509698548819412
7,200.31,1,0,Surburban,0,Phone,Discount,0,0.8710965237571281
12,29.99,1,0,Surburban,1,Phone,No Offer,0,0.4534510419709047
1,479.26,1,0,Surburban,0,Multichannel,Buy One Get One,0,1.0529227734824587
10,85.22,1,0,Urban,0,Web,Discount,1,2.4402109206962797
3,43.45,1,0,Rural,0,Phone,Discount,0,1.3253507952890373
9,29.99,1,0,Surburban,1,Web,No Offer,0,1.2084172379452274
6,260.63,1,0,Surburban,0,Multichannel,Discount,0,1.357013954815698
5,175.53,0,1,Surburban,1,Web,Buy One Get One,0,1.0625205146800851
10,655.12,1,0,Surburban,1,Phone,Discount,0,0.9889250666995497
12,115.57,1,0,Rural,0,Phone,Buy One Get One,0,0.5458478291071387
2,151.61,1,0,Surburban,0,Phone,Discount,0,1.191799448577822
6,290.82,0,1,Urban,0,Web,Discount,1,1.9188960813235436
4,47.62,1,0,Surburban,1,Web,Discount,0,-0.02261464367601551
4,287.04,0,1,Surburban,1,Phone,Buy One Get One,0,1.6003444014351653
3,32.09,0,1,Rural,0,Web,No Offer,1,3.0517360304601966
9,29.99,1,0,Rural,1,Phone,Buy One Get One,0,0.857222630571626
1,80.62,1,0,Rural,1,Web,Discount,0,1.616742769334948
5,160.37,1,0,Urban,1,Phone,No Offer,0,1.542513324493886
3,166.94,0,1,Surburban,1,Web,Discount,1,2.4873324638129635
2,119.8,1,0,Rural,1,Web,No Offer,0,0.78247424193619
11,29.99,1,0,Rural,0,Web,Buy One Get One,0,0.7308770642613787
1,72.16,0,1,Urban,1,Phone,No Offer,0,0.704767283317161
11,29.99,1,0,Surburban,0,Phone,No Offer,0,1.7376594483348926
9,127.81,0,1,Surburban,1,Web,Discount,0,1.4364999976878123
3,39.42,1,0,Rural,1,Web,Discount,1,2.0772163043515306
10,36.41,0,1,Surburban,1,Phone,Discount,0,1.6271484505465406
9,951.45,1,0,Surburban,1,Phone,Buy One Get One,0,1.8009709399261946
7,29.99,1,0,Surburban,0,Web,Buy One Get One,0,1.683094231526106
8,170.69,1,0,Surburban,0,Web,Discount,0,1.235070913356207
12,104.41,1,0,Urban,0,Web,No Offer,0,1.2292663367231023
6,670.63,0,1,Urban,1,Multichannel,Buy One Get One,0,1.1673267678586496
6,223.47,1,0,Rural,0,Web,Discount,0,0.9988577583054109
1,36.97,0,1,Urban,0,Web,Discount,0,0.8031173100779678
2,644.62,0,1,Surburban,1,Multichannel,No Offer,0,1.4279612782497804
2,58.44,1,0,Surburban,1,Phone,No Offer,0,1.3326876474440963
4,663.64,0,1,Urban,1,Multichannel,Buy One Get One,0,1.5408642798444503
8,39.82,1,0,Surburban,1,Web,No Offer,0,1.3097039245316129
3,474.06,0,1,Surburban,1,Web,Discount,0,1.5815527017272721
